#,Name,Age,Level,Team,Pos,Avg Rank,Coverage,Consensus,BaGS,FScore,PG+,PLFR,OOPSY Peak,PARS,P.Tilt,LFX
"2111","Christian Knapczyk","24","AA","CLE","2B","1725.1","7","Moderate","1579","","","1267","2362","","",""
"2112","Wallace Clark","24","A+","ARI","3B","1726.5","6","Moderate","1690","","","1406","2451","","",""
"2113","Nick Hollifield","22","A","WSN","C","1727.3","6","Moderate","1589","","","1378","2287","","",""
"2114","David Banuelos","29","MLB","BAL","C","1728.5","4","Tight","1791","","","","2016","","",""
"2115","Haydn McGeary","26","AA","CHC","1B","","3","","1769","","","","1424","","",""
"2116","Nathan Archer","23","A+","CHW","LF","1730.4","7","Split","1807","","","1425","2655","","",""
"2117","Geovanny Planchart","24","AA","TOR","C","","3","","","","","","2085","","",""
"2118","Angel Mata","21","A","PHI","C","1733.8","6","Moderate","1441","","","1352","2406","","",""
"2119","Ty Hodge","23","A","BOS","SS","1734.5","6","Tight","1729","","","1418","2230","","",""
"2120","Andy Yerzy","27","AAA","STL","C","1735.8","4","Tight","1750","","","","1885","","",""
"2121","Bryce Madron","24","AA","STL","CF","","1","","","","","","1736","","",""
"2122","Nick Dunn","29","AAA","SEA","2B","","1","","","","","","1737","","",""
"2123","Nick Roselli","23","AA","NYM","2B","1738.1","7","Tight","1613","","","1313","2217","","",""
"2124","Frederik Jimenez","21","A","BOS","1B","1738.6","7","Tight","1670","","","1436","2224","","",""
"2125","Jack Winkler","27","MLB","ATH","2B","1739.4","4","Split","1761","","","","2442","","",""
"2126","Hayden Senger","29","MLB","NYM","C","1741.9","4","Moderate","1784","","","","2327","","",""
"2127","Anthony Marquez","19","CPX","SFG","SS","","1","","","","","","1744","","",""
"2128","Jordan Dissin","24","AAA","PHI","C","1744.7","7","Moderate","1608","","","1236","2354","","",""
"2129","Luke Mann","26","AAA","ATH","3B","1744.8","6","Tight","1712","","","1437","2194","","",""
"2130","Ivan Sosa","21","A","KCR","RF","1745.8","6","Moderate","1598","","","1454","2555","","",""
"2131","Nicolas Deschamps","23","AA","TOR","C","","1","","","","","","1746","","",""
"2132","Zach Humphreys","28","AAA","LAA","C","1747.3","4","Moderate","1651","","","","2408","","",""
"2133","Dustin Crenshaw","24","A","SEA","LF","1749.6","7","Split","1757","","","1477","2658","","",""
"2134","Vaun Brown","28","AA","SFG","LF","","1","","","","","","1750","","",""
"2135","C.J. Pittaro","24","A+","ATH","1B","1751.2","7","Moderate","1727","","","1415","2646","","",""
"2136","Maikol Escotto","24","AA","PIT","SS","","1","","","","","","1753","","",""
"2137","Adam Retzbach","25","AAA","BAL","C","1753.1","7","Tight","1675","","","1374","2360","","",""
"2138","Judah Morris","24","A","OAK","1B","1753.2","5","Split","1748","","","","2483","","",""
"2139","Werner Blakely","24","AA","LAA","CF","","1","","","","","","1755","","",""
"2140","Carter Young","25","AAA","BAL","SS","1755.1","7","Split","1562","","","1297","2657","","",""
"2141","Jake Steels","24","A+","ATL","LF","1755.4","5","Moderate","1648","","","1351","2398","","",""
"2142","Oliver Carrillo","24","A+","HOU","1B","","1","","","","","","1757","","",""
"2143","Kellen Strahm","29","AAA","HOU","RF","","3","","1726","","","","2126","","",""
"2144","Jack Goodman","22","A","DET","SS","1758.5","6","Moderate","1629","","","1447","2526","","",""
"2145","Maverick Handley","28","MLB","ATL","C","","2","","","","","","2116","","",""
"2146","Luke Napleton","24","A+","MIN","C","","1","","","","","","1759","","",""
"2147","Erasmi Rodriguez","22","A","CHW","C","","2","","","","","","1847","","",""
"2148","Rubel Cespedes","25","AA","LAA","3B","","2","","","","","","1695","","",""
"2149","Skyler Messinger","27","AA","COL","3B","1763.6","4","Split","1758","","","","2620","","",""
"2150","Mike Jarvis","28","AAA","PIT","LF","1764.9","4","Split","1780","","","","2549","","",""
"2151","Austin Green","24","A","NYY","2B","1765.0","6","Moderate","1713","","","1431","2475","","",""
"2152","Anthony Vilar","27","AAA","SDP","2B","1765.5","4","Moderate","1698","","","","2358","","",""
"2153","Cesar Mujica","19","A","PHI","C","","3","","","","","","1860","","",""
"2154","Engel Paulino","19","CPX","MIL","CF","","1","","","","","","1767","","",""
"2155","Kyle McCann","28","MLB","COL","C","","3","","1782","","","","1752","","",""
"2156","Ryan Reckley","21","A+","SFG","2B","","2","","","","","","2223","","",""
"2157","Parker Chavers","27","AAA","HOU","RF","","2","","1820","","","","1715","","",""
"2158","Athanael Duarte","21","A","LAA","1B","1767.7","6","Tight","1602","","","1440","2278","","",""
"2159","Trey Faltine","25","AAA","CIN","2B","1767.7","6","Split","1774","","","1469","2632","","",""
"2160","Jose Torres","26","AAA","COL","SS","1768.4","5","Moderate","1737","","","","2243","","",""
"2161","Juanfel Peguero","21","A+","TBR","SS","1768.7","6","Tight","1522","","","1365","2342","","",""
"2162","Onix Vega","27","AAA","NYM","C","","2","","","","","","2143","","",""
"2163","Andrews Sosa","21","A","HOU","C","","1","","","","","","1771","","",""
"2164","Joshua Francis","19","CPX","SEA","LF","","1","","","","","","1772","","",""
"2165","Rafael Lantigua","28","AAA","PHI","2B","","3","","1760","","","","1926","","",""
"2166","Diego Viloria","23","A","BOS","RP","","1","","","","","","1773","","",""
"2167","Tyler Miller","26","AAA","PHI","1B","1776.9","6","Split","1817","","","1485","2430","","",""
"2168","Ed Howard","24","AAA","CHC","SS","1777.0","7","Moderate","1588","","","1358","2521","","",""
"2169","Eybert Sanchez","18","CPX","ARI","SS","","1","","","","","","1777","","",""
"2170","Chris Sargent","25","AA","SDP","C","1778.6","5","Tight","1655","","","1429","1995","","",""
"2171","David Garcia","26","AA","MIL","C","1779.8","6","Moderate","1810","","","1407","2489","","",""
"2172","Edgardo Villegas","23","CPX","TOR","CF","","1","","","","","","1780","","",""
"2173","Casey Opitz","27","AAA","CHC","C","","3","","1740","","","","2248","","",""
"2174","Josi Novas","21","A","KCR","SS","1785.8","6","Split","1717","","","1472","2654","","",""
"2175","Leider Padilla","19","CPX","LAD","LF","","1","","","","","","1787","","",""
"2176","Kevin Fitzer","24","A+","COL","1B","1788.8","7","Moderate","1686","","","1444","2664","","",""
"2177","Blayberg Diaz","23","A+","MIL","C","1791.1","7","Moderate","1663","","","1403","2621","","",""
"2178","Caleb Berry","24","A","BOS","C","","1","","","","","","1792","","",""
"2179","Yoerny Junco","21","CPX","STL","3B","","1","","","","","","1793","","",""
"2180","Chase Meggers","23","A+","NYM","C","1793.8","6","Moderate","1674","","","1350","2580","","",""
"2181","Anthony Frobose","18","CPX","NYM","SS","","1","","","","","","1795","","",""
"2182","Jonathan Alcantara","18","CPX","PHI","SS","","1","","","","","","1796","","",""
"2183","Moises Alcala","23","A","ARI","C","","2","","","","","","2227","","",""
"2184","Johnny Tincher","24","AA","BAL","C","1799.0","5","Moderate","1696","","","1243","2326","","",""
"2185","Ben Newton","24","AAA","OAK","3B","1799.8","6","Moderate","1756","","","1453","2499","","",""
"2186","Brady O'Brien","24","A","SEA","3B","1800.2","6","Split","1773","","","1445","2603","","",""
"2187","Gabriel Azocar","18","CPX","PHI","C","","1","","","","","","1801","","",""
"2188","Roismar Quintana","23","A+","WSN","RF","","1","","","","","","1802","","",""
"2189","Carter Gwost","19","CPX","PIT","LF","","1","","","","","","1805","","",""
"2190","Brian Kalmer","25","A+","CHC","1B","","2","","","","","","1704","","",""
"2191","Daniel Rojas","20","A","STL","LF","1806.5","4","Tight","","","","","2335","","",""
"2192","Yeider Mindiola","19","CPX","NYM","C","","1","","","","","","1807","","",""
"2193","Connor Dykstra","25","A","SEA","C","1807.7","7","Moderate","1798","","","1480","2571","","",""
"2194","Nick Monile","22","A","MIL","LF","1808.2","5","Tight","1682","","","1346","2177","","",""
"2195","Wyatt Young","26","AAA","NYM","2B","1808.6","5","Moderate","1745","","","","2334","","",""
"2196","Daniel Vellojin","26","AA","TBR","C","1808.9","5","Moderate","1600","","","","2366","","",""
"2197","Cody Milligan","27","AAA","ATL","CF","","1","","","","","","1809","","",""
"2198","Cruzmel Arias","22","A","COL","1B","","3","","","","","","2576","","",""
"2199","George Feliz","23","A","SEA","CF","1810.4","7","Moderate","1744","","","1479","2656","","",""
"2200","Anthuan Valencia","21","A","CIN","LF","1811.2","6","Moderate","1553","","","1388","2586","","",""
"2201","TT Bowens","28","AAA","NYM","1B","","3","","1823","","","","1747","","",""
"2202","Nick Kahle","28","AAA","MIL","C","","1","","","","","","1813","","",""
"2203","Justin Johnson","26","AA","KCR","2B","1813.2","6","Split","1793","","","1451","2624","","",""
"2204","Tim Piasentin","19","CPX","TOR","3B","","1","","","","","","1814","","",""
"2205","Jax Biggers","29","AAA","HOU","2B","1814.3","4","Split","1813","","","","2611","","",""
"2206","John Michael Faile","26","A+","CIN","1B","1815.0","6","Split","1776","","","1460","2634","","",""
"2207","Wyatt Henseler","24","A+","WSN","3B","","1","","","","","","1817","","",""
"2208","Alex Birge","23","A","STL","C","1818.2","6","Moderate","1584","","","1461","2511","","",""
"2209","Juan Castillo","23","A+","COL","C","1818.2","7","Moderate","1639","","","1435","2668","","",""
"2210","Connor Scott","26","AA","KCR","RF","1818.5","4","Split","1739","","","","2566","","",""
"2211","Yojanser Calzado","19","CPX","CIN","CF","","1","","","","","","1819","","",""
"2212","Luis Reyes","22","A","CIN","RP","","1","","","","","","1820","","",""
"2213","Alec Gomez","24","CPX","LAA","2B","","1","","","","","","1821","","",""
"2214","Anthony Silva","22","A+","CLE","2B","","3","","1679","","","","1986","","",""
"2215","Ryan Picollo","24","A","SEA","RF","1822.9","7","Moderate","1777","","","1486","2600","","",""
"2216","Kay-Lan Nicasia","24","AA","MIL","RF","","3","","1656","","","","1845","","",""
"2217","Donte Grant","21","CPX","SDP","CF","","1","","","","","","1824","","",""
"2218","Diego Guzman","22","AA","KCR","3B","1824.2","7","Moderate","1701","","","1442","2640","","",""
"2219","Darlin Moquete","26","AA","STL","LF","","1","","","","","","1825","","",""
"2220","Joe Delossantos","25","A+","NYY","LF","","1","","","","","","1826","","",""
"2221","Eric Yang","28","MLB","CHC","C","1826.6","4","Moderate","1732","","","","2415","","",""
"2222","Caleb Shpur","24","A+","DET","RF","1827.5","6","Moderate","1738","","","1449","2584","","",""
"2223","Drew Ehrhard","27","AA","BOS","1B","","2","","1714","","","","1942","","",""
"2224","Nate Rombach","25","AA","WSN","C","1828.0","6","Moderate","1766","","","1414","2598","","",""
"2225","Yosweld Vasquez","21","A","HOU","C","1828.3","6","Tight","1680","","","1441","2492","","",""
"2226","Yhoswar Garcia","24","A+","MIL","LF","","1","","","","","","1829","","",""
"2227","Yohander Linarez","21","A","BOS","3B","","1","","","","","","1832","","",""
"2228","Peter Burns","26","A+","LAA","C","1833.3","5","Tight","1754","","","","2329","","",""
"2229","Wilian Trinidad","20","CPX","TBR","3B","","1","","","","","","1834","","",""
"2230","Yerlin Luis","20","A","CLE","LF","1834.7","6","Split","1548","","","1385","2649","","",""
"2231","Matt Suggs","26","AA","WSN","C","1834.8","6","Moderate","1804","","","1476","2578","","",""
"2232","Landon Arroyos","19","CPX","HOU","SS","","1","","","","","","1835","","",""
"2233","Daniel Mielcarek","20","CPX","LAD","DH","","1","","","","","","1836","","",""
"2234","Danyer Cueva","22","AA","TEX","SS","","2","","","","","","1899","","",""
"2235","Romeli Espinosa","18","A","PHI","SS","","2","","","","","","1988","","",""
"2236","Jorge Hernandez","20","A","KCR","2B","","1","","","","","","1839","","",""
"2237","Jacob Hinderleider","25","A+","COL","1B","1839.5","7","Moderate","1763","","","1474","2677","","",""
"2238","Livan Soto","26","MLB","BAL","SS","","1","","","","","","1840","","",""
"2239","Colin Burgess","25","AA","ATL","C","1840.9","7","Moderate","1783","","","1471","2629","","",""
"2240","Cal Stark","23","A+","TEX","C","1845.7","7","Moderate","1718","","","1457","2670","","",""
"2241","Leiker Figueroa","21","A","ATL","3B","","1","","","","","","1846","","",""
"2242","Maximus Martin","22","A+","BOS","SS","","2","","","","","","1958","","",""
"2243","Aaron Graeber","23","A+","LAA","RF","1848.7","6","Moderate","1624","","","1456","2609","","",""
"2244","D'Angelo Tejada","20","A","CHW","SS","1848.7","6","Moderate","1753","","","1475","2618","","",""
"2245","Troy Schreffler Jr.","25","A+","PHI","LF","","1","","","","","","1849","","",""
"2246","Jesus Valdez","28","AAA","ARI","3B","1849.8","4","Moderate","1821","","","","2443","","",""
"2247","Ramon Peralta","22","A","SFG","SS","","1","","","","","","1852","","",""
"2248","Robin Ortiz","19","CPX","CHC","CF","","1","","","","","","1855","","",""
"2249","Connor Kaiser","29","MLB","ARI","2B","1857.8","4","Moderate","1824","","","","2379","","",""
"2250","Blaze O'Saben","25","A","MIN","CF","","1","","","","","","1858","","",""
"2251","Frank Mieses","18","CPX","CHW","CF","","1","","","","","","1859","","",""
"2252","Cade Fergus","25","AAA","PHI","CF","1859.2","6","Tight","1799","","","1481","2204","","",""
"2253","Jason Matthews","29","AAA","CHW","3B","1859.8","4","Split","1803","","","","2569","","",""
"2254","Wyatt Hoffman","27","AA","SDP","LF","1860.5","4","Split","1566","","","","2678","","",""
"2255","Brandon Lewis","27","AA","PHI","1B","1860.9","4","Moderate","1802","","","","2448","","",""
"2256","Juan Alvarez","20","A","ARI","1B","","2","","","","","","2139","","",""
"2257","Yojancel Cabrera","18","CPX","LAA","RF","","1","","","","","","1863","","",""
"2258","Mac McCroskey","26","AA","LAA","2B","1863.7","5","Split","1688","","","","2652","","",""
"2259","Hunter Ensley","24","A+","KCR","LF","","1","","","","","","1865","","",""
"2260","Leonel Vivas","19","CPX","CHC","SS","","1","","","","","","1866","","",""
"2261","Ian Francis","23","A","CIN","C","1867.0","5","Tight","1746","","","1470","2364","","",""
"2262","John Cristino","26","AA","NYY","C","1871.8","4","Tight","1778","","","","2114","","",""
"2263","Josh Zamora","27","AA","MIA","3B","","1","","","","","","1872","","",""
"2264","Dylan King","23","A","CIN","C","1872.7","6","Moderate","1668","","","1466","2631","","",""
"2265","Williams Wong","20","CPX","TEX","2B","","1","","","","","","1873","","",""
"2266","CJ Rodriguez","25","AA","ATH","C","1874.1","4","Split","1554","","","","2644","","",""
"2267","Humberto Tiberi","19","CPX","LAA","C","","1","","","","","","1876","","",""
"2268","Caleb McNeely","26","A","MIN","RF","","1","","","","","","1878","","",""
"2269","Yulian Barreto","18","CPX","SFG","2B","","1","","","","","","1879","","",""
"2270","Devin Ortiz","27","AA","WSN","3B","1879.8","4","Split","1809","","","","2561","","",""
"2271","Abel Lorenzo","20","A","LAD","RF","","2","","","","","","2338","","",""
"2272","Maikel Hernandez","23","A+","STL","SP","","1","","","","","","1881","","",""
"2273","Juan Elejandro","18","CPX","ATL","2B","","1","","","","","","1882","","",""
"2274","Newremberg Rondon","22","A","DET","1B","1884.4","5","Moderate","1594","","","1459","2594","","",""
"2275","Jackson Hauge","25","A","NYM","1B","1885.2","5","Tight","1815","","","1482","2277","","",""
"2276","Robert Gonzalez","21","A","ATL","CF","","1","","","","","","1886","","",""
"2277","Matt Hogan","26","AAA","CHW","CF","","1","","","","","","1887","","",""
"2278","Raimel Medina","21","CPX","KCR","LF","","1","","","","","","1889","","",""
"2279","Adrian Bello","20","CPX","MIA","C","","1","","","","","","1890","","",""
"2280","Jack Dunn","29","AAA","WSN","SS","","1","","","","","","1891","","",""
"2281","Christian Fagnant","25","A","WSN","C","","2","","","","","","2024","","",""
"2282","Jacob Lojewski","24","A+","TOR","SS","","1","","","","","","1893","","",""
"2283","Jake Zitella","21","CPX","NYM","3B","","1","","","","","","1895","","",""
"2284","Agustin Acosta","21","CPX","LAD","CF","","1","","","","","","1897","","",""
"2285","Diego Benitez","21","A","ATL","1B","","1","","","","","","1898","","",""
"2286","Carlos De La Cruz","26","AAA","WSN","RF","","1","","","","","","1901","","",""
"2287","Raily Liriano","19","CPX","ARI","CF","","2","","","","","","2225","","",""
"2288","Carlos Linarez","24","AAA","STL","C","","3","","1561","","","","2165","","",""
"2289","Brock Vradenburg","24","A+","PHI","1B","1904.8","6","Tight","1779","","","1467","2590","","",""
"2290","Nomar Fana","23","A","DET","RF","","1","","","","","","1906","","",""
"2291","Jorge Ramirez","20","CPX","SFG","C","","1","","","","","","1907","","",""
"2292","Wilson Weber","24","A+","MIA","C","1907.8","6","Moderate","1715","","","1438","2673","","",""
"2293","Max Viera","25","CPX","TOR","3B","","1","","","","","","1908","","",""
"2294","Adam Hall","27","AAA","MIL","LF","","1","","","","","","1909","","",""
"2295","Zavier Warren","27","AA","CIN","1B","","3","","1770","","","","2220","","",""
"2296","Brenny Escanio","23","A+","NYY","SS","","1","","","","","","1912","","",""
"2297","Wilman Diaz","22","A+","LAD","2B","","1","","","","","","1913","","",""
"2298","Kyle Dernedde","25","AAA","CLE","2B","","2","","","","","","2403","","",""
"2299","Diego Gonzalez","23","AAA","PHI","1B","","1","","","","","","1915","","",""
"2300","Jonathan Vastine","23","A+","SDP","SS","1915.3","6","Moderate","1687","","","1473","2647","","",""
"2301","Luis Rodriguez","21","A","LAA","SP","","2","","","","","","2288","","",""
"2302","Sandy Luciano","19","CPX","KCR","RF","","1","","","","","","1920","","",""
"2303","Will Cresswell","22","A","TOR","C","1921.3","6","Moderate","1721","","","1478","2661","","",""
"2304","Scott Mudler","23","CPX","PHI","C","","1","","","","","","1922","","",""
"2305","Milo Rushford","22","A","KCR","RF","","1","","","","","","1923","","",""
"2306","Rodny Rosario","18","CPX","CLE","3B","","1","","","","","","1924","","",""
"2307","Angel Nieblas","20","CPX","ATL","3B","","1","","","","","","1927","","",""
"2308","Cam Eden","28","MLB","NYY","RF","","1","","","","","","1928","","",""
"2309","Carlos Rojas","23","A+","LAD","C","","1","","","","","","1931","","",""
"2310","Jesus Fernandez","20","A","OAK","SS","","1","","","","","","1932","","",""
"2311","Joe Campagna","29","AA","DET","C","","3","","1801","","","","2255","","",""
"2312","Joel Mendez","23","A","NYY","LF","","1","","","","","","1934","","",""
"2313","Yhoangel Aponte","22","A","TOR","CF","","1","","","","","","1936","","",""
"2314","Jack Scanlon","25","A","NYM","C","1936.5","4","Tight","1814","","","1487","2449","","",""
"2315","Gabriel Lopez","20","CPX","COL","C","","1","","","","","","1937","","",""
"2316","Hayden Travinski","25","CPX","HOU","1B","","1","","","","","","1941","","",""
"2317","Blake Robertson","25","A+","TBR","1B","","1","","","","","","1943","","",""
"2318","Tyler Robertson","26","AA","SDP","CF","","1","","","","","","1944","","",""
"2319","Murphy Stehly","27","AA","WSN","3B","","2","","1797","","","","2093","","",""
"2320","Roiner Quintana","21","CPX","HOU","2B","","1","","","","","","1945","","",""
"2321","Evan Estevez","18","CPX","SFG","1B","","1","","","","","","1946","","",""
"2322","Roybert Herrera","19","CPX","NYM","1B","","1","","","","","","1947","","",""
"2323","Esterling Rodriguez","20","CPX","PHI","CF","","1","","","","","","1948","","",""
"2324","Yeral Martinez","23","A","MIA","1B","","1","","","","","","1950","","",""
"2325","Eddy Rodriguez","22","A","PIT","RF","","1","","","","","","1951","","",""
"2326","Jack Rogers","27","AAA","WSN","RF","","3","","1806","","","","2191","","",""
"2327","Jonny Butler","27","AA","OAK","LF","","1","","","","","","1952","","",""
"2328","Luis Mieses","26","AA","TEX","RF","","1","","","","","","1953","","",""
"2329","R.J. Yeager","27","AA","STL","1B","","1","","","","","","1954","","",""
"2330","Carlos Gutierrez","22","A","CLE","RF","","1","","","","","","1955","","",""
"2331","Juan Cruz","22","CPX","SEA","CF","","1","","","","","","1956","","",""
"2332","Carter Howell","27","AA","SFG","CF","","1","","","","","","1959","","",""
"2333","Connor Burns","24","AA","CIN","C","","2","","","","","","2553","","",""
"2334","Steven Ondina","24","A","BAL","LF","","1","","","","","","1961","","",""
"2335","Pierce Bennett","25","A+","PHI","2B","","1","","","","","","1963","","",""
"2336","Jose Gonzalez","25","AA","HOU","SP","","1","","","","","","1965","","",""
"2337","Carlos De Sousa","20","CPX","TBR","C","","1","","","","","","1966","","",""
"2338","Daniel McElveny","23","A","COL","C","","1","","","","","","1969","","",""
"2339","Edwardo Espinal","20","A","LAA","CF","","1","","","","","","1971","","",""
"2340","Drake Osborn","27","AAA","ARI","C","","1","","","","","","1973","","",""
"2341","Jostin Ogando","18","CPX","BOS","1B","","1","","","","","","1974","","",""
"2342","Ryan Wrobleski","26","AAA","HOU","C","","1","","","","","","1975","","",""
"2343","Dilan Granadillo","25","A+","CHC","C","1977.0","4","Split","1812","","","","2662","","",""
"2344","Arlenn Manzanillo","18","CPX","ATL","C","","1","","","","","","1978","","",""
"2345","Israfell Bautista","19","CPX","TBR","CF","","1","","","","","","1982","","",""
"2346","Joyner Perez","18","CPX","MIN","LF","","1","","","","","","1983","","",""
"2347","Ismael Mena","23","A","CHC","CF","","1","","","","","","1987","","",""
"2348","Joe Naranjo","25","AA","WSN","1B","","1","","","","","","1989","","",""
"2349","Cade Bunnell","29","AAA","ATL","1B","","1","","","","","","1990","","",""
"2350","Ripken Reyes","29","AAA","SDP","2B","","1","","","","","","1994","","",""
"2351","Joaquin Arias Jr.","19","CPX","TEX","LF","","2","","","","","","2477","","",""
"2352","Juan Chacon","23","AA","BOS","LF","","1","","","","","","1997","","",""
"2353","Korey Holland","26","AAA","LAA","LF","","1","","","","","","1998","","",""
"2354","Ariel Castro","20","CPX","MIN","RF","","1","","","","","","2001","","",""
"2355","Eriandys Ramon","23","AA","CHC","SS","","1","","","","","","2002","","",""
"2356","Anderson Suriel","23","A","CHC","RF","","1","","","","","","2005","","",""
"2357","Jake Snider","28","AA","TEX","LF","","3","","1818","","","","2336","","",""
"2358","Andy Acevedo","20","CPX","WSN","CF","","1","","","","","","2009","","",""
"2359","Angelo Mora","21","CPX","CIN","C","","1","","","","","","2011","","",""
"2360","Kolby Johnson","26","A+","BOS","OF","","1","","","","","","2012","","",""
"2361","Juan Gonzalez","25","AAA","CHW","C","","2","","","","","","2128","","",""
"2362","Danny Gonzalez","21","CPX","MIA","LF","","1","","","","","","2020","","",""
"2363","Kody Hoese","28","AAA","LAD","3B","","1","","","","","","2021","","",""
"2364","Yanuel Casiano","19","CPX","CIN","C","","1","","","","","","2022","","",""
"2365","Iverson Espinoza","23","A+","CIN","2B","","1","","","","","","2027","","",""
"2366","Santiago Contreras","20","CPX","SDP","C","","1","","","","","","2029","","",""
"2367","Alejandro Rios","21","A+","ARI","C","","2","","","","","","2208","","",""
"2368","Dionmy Salon","24","AA","KCR","C","","1","","","","","","2034","","",""
"2369","Ben McCabe","26","AA","COL","C","","3","","","","","","2674","","",""
"2370","Adan Sanchez","21","CPX","CHC","C","","1","","","","","","2035","","",""
"2371","Alejandro Pereira","19","CPX","OAK","C","","1","","","","","","2036","","",""
"2372","Leandro Alsinois","21","A","CHW","RF","2036.0","4","Tight","1741","","","","2607","","",""
"2373","Jackson Feltner","24","A+","ARI","1B","","1","","","","","","2037","","",""
"2374","Dalton Davis","25","A","SEA","1B","","1","","","","","","2038","","",""
"2375","Hudson Head","25","AA","PIT","RF","","1","","","","","","2042","","",""
"2376","Thomas Takayoshi","25","AA","OAK","C","2043.8","4","Tight","1795","","","","2610","","",""
"2377","Mat Nelson","27","AA","CIN","C","","1","","","","","","2045","","",""
"2378","John Rhodes","25","AA","LAD","1B","","1","","","","","","2048","","",""
"2379","Gavin Dugas","26","A+","WSN","3B","","3","","1765","","","","2507","","",""
"2380","Yendry Rojas","21","A","SDP","SS","","1","","","","","","2056","","",""
"2381","Bryce Willits","26","AA","HOU","3B","","1","","","","","","2058","","",""
"2382","Edwin Brito","19","CPX","BOS","LF","","1","","","","","","2059","","",""
"2383","Darling Fernandez","20","CPX","ATH","RF","","1","","","","","","2060","","",""
"2384","Sean Barnett","23","A+","SDP","DH","","1","","","","","","2061","","",""
"2385","Wilton Lara","22","A+","HOU","3B","","1","","","","","","2063","","",""
"2386","Isaias Dipre","23","CPX","PIT","SS","","1","","","","","","2064","","",""
"2387","Kelvin Diaz","23","A+","BOS","2B","","1","","","","","","2066","","",""
"2388","Yu-Lin Liao","18","CPX","MIL","3B","","1","","","","","","2069","","",""
"2389","Austin Deming","26","AA","HOU","3B","","1","","","","","","2070","","",""
"2390","Brayan Cortesia","18","CPX","WSN","SS","","1","","","","","","2071","","",""
"2391","Spence Coffman","22","A","SDP","SS","","1","","","","","","2072","","",""
"2392","Jaxx Groshans","27","AA","LAA","C","","1","","","","","","2074","","",""
"2393","Stephen Paolini","25","AA","ATL","RF","","1","","","","","","2075","","",""
"2394","Roosbert Tapia","21","CPX","TBR","3B","","1","","","","","","2076","","",""
"2395","Jacob Buchberger","28","AA","STL","LF","","1","","","","","","2078","","",""
"2396","Gabriel Gomes","22","CPX","CIN","C","","1","","","","","","2079","","",""
"2397","Erick Lara","20","CPX","TBR","3B","","1","","","","","","2080","","",""
"2398","Peyton Carr","24","A+","MIN","1B","","1","","","","","","2083","","",""
"2399","Jordan Thompson","24","A+","LAD","SS","","2","","","","","","2381","","",""
"2400","Justin Capellan","19","CPX","NYY","C","","1","","","","","","2091","","",""
"2401","Carlos Tirado","21","CPX","PIT","1B","","1","","","","","","2092","","",""
"2402","Francesco Barbieri","26","A","WSN","CF","","1","","","","","","2094","","",""
"2403","Eyeksson Rojas","20","CPX","WSN","2B","","1","","","","","","2095","","",""
"2404","Daniel Montesino","22","A","SDP","LF","","1","","","","","","2096","","",""
"2405","Donta' Williams","27","AAA","WSN","CF","","1","","","","","","2098","","",""
"2406","Alexander Benua","22","A","ARI","LF","","1","","","","","","2104","","",""
"2407","Yeremi Villahermosa","23","AA","LAA","C","","1","","","","","","2105","","",""
"2408","Alfredo Benzan","19","CPX","ARI","CF","","1","","","","","","2106","","",""
"2409","Angel Garcia","19","CPX","BAL","RF","","1","","","","","","2108","","",""
"2410","Colby Smelley","26","AA","CHW","C","","1","","","","","","2113","","",""
"2411","Nicholas Torres","33","AA","NYY","1B","","2","","","","","","2524","","",""
"2412","Abel Bastidas","22","AAA","DET","2B","","1","","","","","","2119","","",""
"2413","Bairon Ledesma","21","CPX","COL","2B","","1","","","","","","2121","","",""
"2414","Walfrent Guzman","21","CPX","SDP","1B","","1","","","","","","2124","","",""
"2415","Jeffry Rosa","21","A","NYM","LF","","1","","","","","","2125","","",""
"2416","Kyle Hess","27","AA","MIN","RF","","1","","","","","","2127","","",""
"2417","Gabriel Silva","22","A","KCR","C","","3","","1796","","","","2597","","",""
"2418","Pedro Dalmagro","20","A","CLE","C","","2","","","","","","2487","","",""
"2419","Tyler Baca","26","A+","WSN","CF","","1","","","","","","2132","","",""
"2420","Cardell Thibodeaux","22","A","SDP","LF","","1","","","","","","2133","","",""
"2421","Kaden Hollow","25","A+","SDP","1B","","1","","","","","","2134","","",""
"2422","Cam Fisher","25","A+","HOU","RF","","1","","","","","","2135","","",""
"2423","Breyias Dean","20","CPX","MIA","3B","","1","","","","","","2137","","",""
"2424","Alejandro Loaiza","22","A","STL","1B","","1","","","","","","2142","","",""
"2425","Colin Summerhill","24","A+","LAA","1B","","2","","","","","","2391","","",""
"2426","Kevin Dume","21","CPX","OAK","1B","","1","","","","","","2145","","",""
"2427","Kade Kern","24","AA","ATL","RF","","1","","","","","","2146","","",""
"2428","Julio E. Rodriguez","29","AA","DET","C","","1","","","","","","2150","","",""
"2429","Milkar Perez","24","A+","SEA","1B","","1","","","","","","2152","","",""
"2430","Michael Turconi","27","AAA","TOR","2B","","1","","","","","","2153","","",""
"2431","Jhonayker Ugarte","19","CPX","KCR","SS","","1","","","","","","2155","","",""
"2432","Brayden Jobert","25","A+","STL","1B","","1","","","","","","2156","","",""
"2433","Manuel German","21","CPX","KCR","1B","","1","","","","","","2157","","",""
"2434","Diego Hernandez","25","AA","KCR","CF","","1","","","","","","2159","","",""
"2435","Kleimir Lemos","21","A","TEX","1B","","1","","","","","","2160","","",""
