day,mlbam_id,name,role,level,score_030,score_031,delta,rank_030,rank_031,class,continuity_floor_applied,arm_b_buckets
2026-07-25,702652,Andrew Fischer,hitter,AA,24.33,24.84,0.51,277,275,unintended,False,
2026-07-25,800540,Hector Osorio,hitter,A+,21.24,24.34,3.1,412,289,unintended,False,
2026-07-25,683363,Matt Wilkinson,pitcher,AAA,19.39,23.64,4.25,512,310,unintended,False,moderate_thin_sample_confidence
2026-07-25,702619,Luke Hill,hitter,AA,14.85,23.49,8.64,819,316,unintended,False,moderate_thin_sample_confidence
2026-07-25,808087,Junior Sanchez,pitcher,AA,21.47,23.35,1.88,400,322,unintended,False,moderate_thin_sample_confidence
2026-07-25,701339,Marek Houston,hitter,AA,22.48,23.11,0.63,350,332,unintended,False,
2026-07-25,815617,Kayson Cunningham,hitter,A+,22.75,23.09,0.34,335,334,unintended,False,
2026-07-25,808129,Juan Flores,hitter,AA,12.61,22.91,10.3,1007,346,unintended,False,moderate_thin_sample_confidence
2026-07-25,809733,Connor Wietgrefe,pitcher,AAA,19.3,22.77,3.47,517,350,unintended,False,
2026-07-25,694753,Khristian Curtis,pitcher,AAA,18.11,22.75,4.64,600,353,unintended,False,
2026-07-25,815626,Ethan Bagwell,pitcher,A+,13.04,22.71,9.67,970,355,unintended,False,
2026-07-25,826315,Cole Hertzler,pitcher,AA,15.21,22.54,7.33,792,366,unintended,False,moderate_thin_sample_confidence
2026-07-25,691828,Sem Robberse,pitcher,A,22.06,22.48,0.42,373,368,intended,True,thin_current_sample_confidence
2026-07-25,800176,Carlos Sanchez,hitter,AA,10.99,22.16,11.17,1142,384,unintended,False,
2026-07-25,806258,Thomas White,pitcher,AAA,24.68,22.1,-2.58,266,390,unintended,False,thin_current_sample_confidence
2026-07-25,699115,Carlos Jorge,hitter,AAA,11.22,21.85,10.63,1115,401,unintended,False,
2026-07-25,808365,Dameury Pena,hitter,A+,11.74,21.7,9.96,1079,412,unintended,False,
2026-07-25,800305,Jesús  Báez,hitter,AA,13.67,21.67,8.0,918,413,unintended,False,
2026-07-25,700731,Keiner Delgado,hitter,AAA,10.7,21.65,10.95,1173,415,unintended,False,
2026-07-25,692150,Émilien Pitre,hitter,AA,20.86,21.27,0.41,427,431,unintended,False,
2026-07-25,827719,Jake Munroe,hitter,AA,13.69,21.25,7.56,916,432,unintended,False,
2026-07-25,691021,A.J. Vukovich,hitter,AAA,20.59,20.57,-0.02,441,464,unintended,False,thin_current_sample_confidence
2026-07-25,701178,Rafe Schlesinger,pitcher,AA,18.98,20.53,1.55,540,470,unintended,False,moderate_thin_sample_confidence
2026-07-25,813536,Juan Valera,pitcher,A+,19.4,20.48,1.08,510,475,intended,True,thin_current_sample_confidence
2026-07-25,694860,Jake Brooks,pitcher,AAA,14.22,20.38,6.16,871,479,unintended,False,
2026-07-25,696143,Anthony Solometo,pitcher,AA,9.47,20.32,10.85,1286,480,intended,True,thin_current_sample_confidence
2026-07-25,807720,Garret Forrester,hitter,AAA,23.39,20.31,-3.08,305,482,unintended,False,thin_current_sample_confidence
2026-07-25,703615,Jose Cabrera,pitcher,AAA,13.71,20.21,6.5,914,490,unintended,False,moderate_thin_sample_confidence
2026-07-25,703610,Justin Lamkin,pitcher,AA,22.64,20.2,-2.44,341,491,unintended,False,thin_current_sample_confidence
2026-07-25,814430,Brett Callahan,hitter,AAA,11.56,20.14,8.58,1087,496,unintended,False,
2026-07-25,820832,Blake Aita,pitcher,AA,8.75,20.09,11.34,1350,501,unintended,False,
2026-07-25,699151,Jedixson Paez,pitcher,AA,19.94,19.93,-0.01,482,510,unintended,False,thin_current_sample_confidence
2026-07-25,702270,Malcolm Moore,hitter,AA,19.37,19.88,0.51,514,512,unintended,False,
2026-07-25,828824,Josiah Ragsdale,hitter,AA,9.69,19.86,10.17,1262,513,unintended,False,
2026-07-25,807267,JD Dix,hitter,A+,19.37,19.82,0.45,513,516,unintended,False,
2026-07-25,825576,Brandt Thompson,pitcher,AAA,12.71,19.76,7.05,1000,521,unintended,False,moderate_thin_sample_confidence
2026-07-25,702505,J.D. Thompson,pitcher,A+,19.61,19.62,0.01,496,528,unintended,False,thin_current_sample_confidence
2026-07-25,689818,David Sandlin,pitcher,AAA,20.19,19.55,-0.64,466,532,unintended,False,thin_current_sample_confidence
2026-07-25,803385,Jay Harry,hitter,AAA,15.8,19.23,3.43,752,552,unintended,False,moderate_thin_sample_confidence
2026-07-25,806263,Brandon Winokur,hitter,AA,13.66,19.1,5.44,919,560,unintended,False,
2026-07-25,805127,Devin Taylor,hitter,AA,18.72,19.0,0.28,559,567,unintended,False,
2026-07-25,679922,Carlos Duran,pitcher,AAA,18.96,18.98,0.02,542,568,unintended,False,thin_current_sample_confidence
2026-07-25,800125,Fernando Perez,pitcher,AA,16.91,18.63,1.72,675,589,intended,True,thin_current_sample_confidence
2026-07-25,701780,Tanner McDougal,pitcher,AAA,19.02,18.37,-0.65,537,609,unintended,False,thin_current_sample_confidence
2026-07-25,701750,Bennett Thompson,hitter,AA,6.5,18.16,11.66,1584,620,unintended,False,
2026-07-25,678142,Cedric De Grandpre,pitcher,AA,14.8,18.06,3.26,823,631,unintended,False,
2026-07-25,809844,Kien Vu,hitter,AA,5.68,17.73,12.05,1647,651,unintended,False,
2026-07-25,824600,Riley Maddox,pitcher,AA,5.84,17.69,11.85,1636,652,unintended,False,
2026-07-25,701337,Ethan Petry,hitter,AA,17.25,17.62,0.37,653,657,unintended,False,
2026-07-25,834978,Danny Thompson Jr.,pitcher,AA,11.11,17.59,6.48,1127,663,unintended,False,moderate_thin_sample_confidence
2026-07-25,682769,Eiberson Castellano,pitcher,AAA,13.11,17.29,4.18,966,680,unintended,False,
2026-07-25,703680,Brandon Compton,hitter,AA,16.32,17.28,0.96,715,681,unintended,False,
2026-07-25,687721,Cameron Weston,pitcher,AAA,17.25,17.26,0.01,655,682,unintended,False,thin_current_sample_confidence
2026-07-25,809840,Micah Ashman,pitcher,AA,17.48,17.25,-0.23,639,684,unintended,False,thin_current_sample_confidence
2026-07-25,805790,Cody Bowker,pitcher,A+,11.17,17.18,6.01,1121,688,unintended,False,moderate_thin_sample_confidence
2026-07-25,807716,Ty Langenberg,pitcher,AAA,15.97,16.98,1.01,741,696,unintended,False,moderate_thin_sample_confidence
2026-07-25,807485,Davian Garcia,pitcher,AA,16.97,16.94,-0.03,669,701,unintended,False,thin_current_sample_confidence
2026-07-25,800569,Alberto Barriga,hitter,AA,10.81,16.92,6.11,1161,702,unintended,False,moderate_thin_sample_confidence
2026-07-25,828599,Lucas Spence,hitter,AAA,5.16,16.87,11.71,1696,708,unintended,False,
2026-07-25,800231,Won-Bin Cho,hitter,AA,7.6,16.83,9.23,1466,712,unintended,False,
2026-07-25,805942,Zach Royse,pitcher,A+,9.55,16.82,7.27,1278,713,unintended,False,
2026-07-25,827408,Ramon Marquez,pitcher,A+,14.99,16.59,1.6,808,729,unintended,False,moderate_thin_sample_confidence
2026-07-25,813715,Khadim Diaw,hitter,AA,10.19,16.23,6.04,1218,756,unintended,False,
2026-07-25,800017,Jose Montero,pitcher,AA,13.12,16.22,3.1,965,757,unintended,False,moderate_thin_sample_confidence
2026-07-25,682620,Richard Gallardo,pitcher,AAA,15.87,16.17,0.3,748,763,unintended,False,moderate_thin_sample_confidence
2026-07-25,699314,David Davalillo,pitcher,AAA,14.4,15.86,1.46,854,780,unintended,False,moderate_thin_sample_confidence
2026-07-25,687223,Carson Palmquist,pitcher,AAA,15.7,15.72,0.02,761,790,unintended,False,thin_current_sample_confidence
2026-07-25,691437,Adrian Pinto,hitter,AA,17.97,15.65,-2.32,609,796,unintended,False,thin_current_sample_confidence
2026-07-25,801796,Eli Jones,pitcher,AA,5.55,15.65,10.1,1662,797,unintended,False,moderate_thin_sample_confidence
2026-07-25,695604,T.J. White,hitter,AA,9.24,15.45,6.21,1311,804,unintended,False,moderate_thin_sample_confidence
2026-07-25,811765,Deniel Ortiz,hitter,AA,17.03,15.17,-1.86,665,826,unintended,False,thin_current_sample_confidence
2026-07-25,700255,Jacob Steinmetz,pitcher,A,12.92,15.12,2.2,981,831,intended,True,thin_current_sample_confidence
2026-07-25,802410,Jacob Zibin,pitcher,A+,10.08,15.12,5.04,1231,832,unintended,False,moderate_thin_sample_confidence
2026-07-25,802357,Drue Hackenberg,pitcher,AAA,18.78,15.07,-3.71,555,836,unintended,False,thin_current_sample_confidence
2026-07-25,814489,Brett Wichrowski,pitcher,AAA,3.32,15.02,11.7,1940,841,unintended,False,moderate_thin_sample_confidence
2026-07-25,804123,Joey Volini,pitcher,AA,15.79,15.0,-0.79,754,844,unintended,False,thin_current_sample_confidence
2026-07-25,807993,Nicolas Carreno,pitcher,A+,11.43,14.96,3.53,1099,848,unintended,False,moderate_thin_sample_confidence
2026-07-25,695722,Boston Smith,hitter,AA,3.03,14.8,11.77,1987,855,unintended,False,
2026-07-25,529017,Alexander Cornielle,pitcher,AAA,17.91,14.68,-3.23,614,866,unintended,False,thin_current_sample_confidence
2026-07-25,815793,Carter Johnson,hitter,A+,13.8,14.66,0.86,904,868,unintended,False,
2026-07-25,815501,Bryce Meccage,pitcher,A+,14.44,14.42,-0.02,848,882,unintended,False,thin_current_sample_confidence
2026-07-25,800452,Jose Chirinos,pitcher,A+,13.52,14.19,0.67,926,906,unintended,False,moderate_thin_sample_confidence
2026-07-25,831572,Carson Fischer,pitcher,A+,4.96,14.18,9.22,1725,908,unintended,False,
2026-07-25,687210,Nathan Martorella,hitter,AAA,14.17,14.15,-0.02,878,909,unintended,False,thin_current_sample_confidence
2026-07-25,691414,Yorman Gómez,pitcher,AAA,14.08,14.1,0.02,883,910,unintended,False,thin_current_sample_confidence
2026-07-25,808893,Bryan Balzer,pitcher,A+,1.4,14.04,12.64,2141,918,unintended,False,
2026-07-25,805880,Tanner Thach,hitter,A+,3.67,14.02,10.35,1880,921,unintended,False,
2026-07-25,702331,Noah Mendlinger,hitter,AAA,9.49,14.01,4.52,1284,922,unintended,False,moderate_thin_sample_confidence
2026-07-25,691292,Angel Ortiz,hitter,AAA,13.56,13.98,0.42,925,924,unintended,False,moderate_thin_sample_confidence
2026-07-25,824028,Gage Miller,hitter,AAA,13.74,13.93,0.19,910,929,unintended,False,moderate_thin_sample_confidence
2026-07-25,804614,Marco Vargas,hitter,AA,14.83,13.93,-0.9,820,930,unintended,False,thin_current_sample_confidence
2026-07-25,834240,Ryan Wideman,hitter,A+,5.72,13.86,8.14,1644,933,unintended,False,
2026-07-25,808024,Carlos Virahonda,hitter,A+,5.09,13.84,8.75,1709,935,unintended,False,
2026-07-25,804985,Jack Anker,pitcher,A+,4.96,13.8,8.84,1726,943,unintended,False,
2026-07-25,691006,Kevin Parada,hitter,AAA,8.17,13.73,5.56,1414,948,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-25,686544,Nestor Lorant,pitcher,AA,8.13,13.66,5.53,1419,955,unintended,False,moderate_thin_sample_confidence
2026-07-25,696062,Wilber Dotel,pitcher,AAA,14.8,13.61,-1.19,825,958,unintended,False,thin_current_sample_confidence
2026-07-25,682633,Eduardo Garcia,hitter,AAA,4.62,13.55,8.93,1767,961,unintended,False,moderate_thin_sample_confidence
2026-07-25,691616,Hedbert Perez,hitter,AA,14.44,13.39,-1.05,847,977,unintended,False,thin_current_sample_confidence
2026-07-25,691185,Maximo Acosta,hitter,AAA,13.37,13.35,-0.02,943,979,unintended,False,thin_current_sample_confidence
2026-07-25,691893,Jean Cabrera,pitcher,AAA,10.47,13.15,2.68,1190,995,unintended,False,moderate_thin_sample_confidence
2026-07-25,692405,Jeremy Rivas,hitter,AAA,9.59,13.11,3.52,1273,1000,unintended,False,moderate_thin_sample_confidence
2026-07-25,804670,Ryan Birchard,pitcher,AA,12.98,12.96,-0.02,976,1010,unintended,False,thin_current_sample_confidence
2026-07-25,703804,Romeo Sanabria,hitter,AAA,0,12.93,12.93,2459,1012,unintended,False,
2026-07-25,691941,Calvin Harris,hitter,AA,13.3,12.82,-0.48,951,1025,unintended,False,thin_current_sample_confidence
2026-07-25,816014,Ryan McDonagh,pitcher,A,12.8,12.79,-0.01,996,1028,unintended,False,thin_current_sample_confidence
2026-07-25,813400,Jack Winnay,hitter,AA,3.81,12.77,8.96,1861,1030,unintended,False,
2026-07-25,690985,Colby Halter,hitter,AAA,6.43,12.72,6.29,1591,1032,unintended,False,moderate_thin_sample_confidence
2026-07-25,806270,Dominic Perachi,pitcher,AA,13.36,12.71,-0.65,944,1033,unintended,False,thin_current_sample_confidence
2026-07-25,822514,Max Banks,pitcher,A+,4.57,12.63,8.06,1775,1039,unintended,False,
2026-07-25,815043,Simon Miller,pitcher,AA,11.0,12.61,1.61,1141,1041,intended,True,thin_current_sample_confidence
2026-07-25,823790,Will McCausland,pitcher,A+,3.54,12.38,8.84,1907,1059,unintended,False,
2026-07-25,699276,Jose Olivares,pitcher,AA,12.97,12.3,-0.67,978,1066,unintended,False,thin_current_sample_confidence
2026-07-25,692368,Adrián Sugastey,hitter,AAA,13.03,12.23,-0.8,971,1072,unintended,False,thin_current_sample_confidence
2026-07-25,814346,Dylan Watts,pitcher,A+,1.61,12.13,10.52,2117,1081,unintended,False,moderate_thin_sample_confidence
2026-07-25,688354,Hayden Minton,pitcher,AA,7.26,12.12,4.86,1503,1083,unintended,False,
2026-07-25,807728,Carter Graham,hitter,AA,1.87,11.88,10.01,2100,1103,unintended,False,
2026-07-25,832307,Jack Kartsonas,pitcher,AA,0.17,11.85,11.68,2253,1106,unintended,False,
2026-07-25,683085,Landon Sims,pitcher,AAA,9.26,11.65,2.39,1309,1120,unintended,False,moderate_thin_sample_confidence
2026-07-25,694393,Jaxon Wiggins,pitcher,AAA,15.18,11.64,-3.54,794,1121,unintended,False,thin_current_sample_confidence
2026-07-25,801075,Walker Janek,hitter,AA,11.94,11.6,-0.34,1061,1125,unintended,False,thin_current_sample_confidence
2026-07-25,822477,JB Middleton,pitcher,A,11.42,11.44,0.02,1101,1135,unintended,False,thin_current_sample_confidence
2026-07-25,691405,Juan Benjamin,hitter,AAA,0,10.98,10.98,2402,1171,unintended,False,moderate_thin_sample_confidence
2026-07-25,803291,Christian Oppor,pitcher,AA,10.94,10.96,0.02,1147,1173,unintended,False,thin_current_sample_confidence
2026-07-25,814384,Alexander Meckley,pitcher,A+,5.58,10.9,5.32,1655,1181,unintended,False,moderate_thin_sample_confidence
2026-07-25,807748,Kannon Kemp,pitcher,A+,9.66,10.81,1.15,1265,1192,intended,True,thin_current_sample_confidence
2026-07-25,822966,John Taylor,hitter,AAA,9.06,10.71,1.65,1326,1203,unintended,False,moderate_thin_sample_confidence
2026-07-25,800387,Fernando Peguero,hitter,AAA,1.9,10.69,8.79,2097,1205,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-25,815292,Luis Martinez-Gomez,pitcher,AA,12.58,10.57,-2.01,1013,1216,unintended,False,thin_current_sample_confidence
2026-07-25,691913,Jesus Castillo,hitter,AAA,6.68,10.5,3.82,1562,1220,unintended,False,moderate_thin_sample_confidence
2026-07-25,677601,Keyber Rodriguez,hitter,AAA,7.14,10.38,3.24,1514,1231,unintended,False,moderate_thin_sample_confidence
2026-07-25,801507,Jake Cunningham,hitter,AA,2.62,10.32,7.7,2038,1239,unintended,False,
2026-07-25,695646,Peter Heubeck,pitcher,AA,9.86,9.83,-0.03,1247,1279,unintended,False,thin_current_sample_confidence
2026-07-25,801643,Owen Wild,pitcher,AAA,9.16,9.81,0.65,1318,1282,unintended,False,moderate_thin_sample_confidence
2026-07-25,800254,Abrahan Ramirez,hitter,A+,2.93,9.79,6.86,2005,1284,unintended,False,moderate_thin_sample_confidence
2026-07-25,808825,Andrew Sears,pitcher,AA,14.24,9.78,-4.46,868,1286,unintended,False,thin_current_sample_confidence
2026-07-25,694633,Chase Hampton,pitcher,AA,16.2,9.56,-6.64,726,1307,unintended,False,thin_current_sample_confidence
2026-07-25,684128,Reidis Sena,pitcher,AAA,11.48,9.53,-1.95,1094,1310,unintended,False,thin_current_sample_confidence
2026-07-25,801957,Dub Gleed,hitter,AA,2.96,9.5,6.54,2000,1313,unintended,False,
2026-07-25,693739,Alexander Alberto,pitcher,AAA,12.66,9.41,-3.25,1004,1321,unintended,False,thin_current_sample_confidence
2026-07-25,683349,Calvin Ziegler,pitcher,A+,2.12,9.27,7.15,2080,1336,intended,True,thin_current_sample_confidence
2026-07-25,691621,Jheremy Vargas,hitter,AAA,10.16,9.17,-0.99,1224,1345,unintended,False,thin_current_sample_confidence
2026-07-25,694408,Riley Eikhoff,pitcher,A+,0,9.09,9.09,2809,1352,unintended,False,
2026-07-25,809059,Danny Macchiarola,pitcher,A,8.93,8.91,-0.02,1338,1365,unintended,False,thin_current_sample_confidence
2026-07-25,694689,Dominic Pitelli,hitter,AAA,6.43,8.87,2.44,1592,1368,unintended,False,moderate_thin_sample_confidence
2026-07-25,700251,Brandon Clarke,pitcher,A,0.8,8.81,8.01,2197,1374,intended,True,thin_current_sample_confidence
2026-07-25,692243,Jaden Woods,pitcher,AAA,12.87,8.62,-4.25,988,1394,unintended,False,thin_current_sample_confidence
2026-07-25,691186,Arol Vera,hitter,AAA,10.1,8.61,-1.49,1229,1395,unintended,False,thin_current_sample_confidence
2026-07-25,813636,Phil Fox,pitcher,AA,8.42,8.44,0.02,1389,1414,unintended,False,thin_current_sample_confidence
2026-07-25,695771,Jacob Kmatz,pitcher,AA,4.46,8.36,3.9,1790,1423,unintended,False,moderate_thin_sample_confidence
2026-07-25,803183,Luke Fox,pitcher,AA,8.31,8.33,0.02,1399,1427,unintended,False,thin_current_sample_confidence
2026-07-25,684081,Erick Brito,hitter,AA,9.46,8.31,-1.15,1287,1428,unintended,False,thin_current_sample_confidence
2026-07-25,813706,Owen Hackman,pitcher,AA,11.42,8.24,-3.18,1102,1438,unintended,False,thin_current_sample_confidence
2026-07-25,805311,Nick Sando,pitcher,AAA,11.0,8.22,-2.78,1140,1439,unintended,False,thin_current_sample_confidence
2026-07-25,696070,Kendry Rojas,pitcher,AAA,8.75,8.14,-0.61,1351,1446,unintended,False,thin_current_sample_confidence
2026-07-25,815653,Tyson Lewis,hitter,A+,7.3,8.1,0.8,1496,1453,unintended,False,
2026-07-25,802407,Joe Lampe,hitter,AAA,0,8.08,8.08,2381,1457,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-25,811948,Tony Santa Maria,hitter,AAA,0,8.05,8.05,2474,1460,unintended,False,
2026-07-25,683494,Euribiel Angeles,hitter,AAA,2.57,7.98,5.41,2047,1465,unintended,False,moderate_thin_sample_confidence
2026-07-25,687282,Gabriel Rincones Jr.,hitter,AAA,14.11,7.97,-6.14,879,1466,unintended,False,thin_current_sample_confidence
2026-07-25,685763,Jonatan Bernal,pitcher,AAA,2.96,7.79,4.83,2002,1481,unintended,False,moderate_thin_sample_confidence
2026-07-25,807974,Adrian Bohorquez,pitcher,A+,7.63,7.65,0.02,1462,1494,unintended,False,thin_current_sample_confidence
2026-07-25,808903,Emilio Barreras,hitter,A+,7.34,7.58,0.24,1489,1502,unintended,False,moderate_thin_sample_confidence
2026-07-25,694186,Shalin Polanco,hitter,AA,0,7.44,7.44,2466,1516,unintended,False,moderate_thin_sample_confidence
2026-07-25,806637,Jordan Woods,pitcher,A+,0,7.39,7.39,2707,1519,unintended,False,moderate_thin_sample_confidence
2026-07-25,814388,Hayden Snelsire,pitcher,AAA,8.3,7.15,-1.15,1400,1547,unintended,False,thin_current_sample_confidence
2026-07-25,824613,Cole Tolbert,pitcher,A,7.1,7.12,0.02,1521,1552,unintended,False,thin_current_sample_confidence
2026-07-25,804556,Braden Nett,pitcher,AAA,7.06,7.08,0.02,1525,1555,unintended,False,thin_current_sample_confidence
2026-07-25,806121,Mac Heuer,pitcher,A,7.06,7.07,0.01,1526,1559,unintended,False,thin_current_sample_confidence
2026-07-25,823242,Tanner Gresham,pitcher,A+,0,6.83,6.83,2836,1582,unintended,False,moderate_thin_sample_confidence
2026-07-25,703566,Carson Messina,pitcher,A,6.8,6.82,0.02,1549,1583,unintended,False,thin_current_sample_confidence
2026-07-25,691398,Yerlin Confidan,hitter,AA,0,6.8,6.8,2489,1584,unintended,False,
2026-07-25,694991,Mitch Jebb,hitter,AAA,11.96,6.79,-5.17,1059,1585,unintended,False,thin_current_sample_confidence
2026-07-25,806522,Irving Cota,pitcher,AA,8.62,6.79,-1.83,1367,1587,unintended,False,thin_current_sample_confidence
2026-07-25,806441,Nehomar Ochoa Jr.,hitter,A+,5.11,6.75,1.64,1707,1594,unintended,False,moderate_thin_sample_confidence
2026-07-25,701734,Ryan McCrystal,hitter,AA,2.45,6.68,4.23,2059,1600,unintended,False,moderate_thin_sample_confidence
2026-07-25,702576,Mason McGwire,pitcher,A+,5.0,6.55,1.55,1721,1617,unintended,False,moderate_thin_sample_confidence
2026-07-25,695556,Shane Panzini,pitcher,AAA,6.45,6.47,0.02,1589,1623,unintended,False,thin_current_sample_confidence
2026-07-25,804751,Logan Poteet,hitter,A+,0,6.43,6.43,2417,1627,unintended,False,
